"location","NAME_0","NAME_1","NAME_2","GID_2"
"Colombia-Choco-Nuqui","Colombia","CHOCO","NUQUI","COL.12.15_1"
"Colombia-Choco-Riosucio","Colombia","CHOCO","RIOSUCIO","COL.12.17_1"
"Colombia-Choco-San_Jose_Del_Palmar","Colombia","CHOCO","SAN JOSE DEL PALMAR","COL.12.18_1"
"Colombia-Choco-Sipi","Colombia","CHOCO","SIPI","COL.12.19_1"
"Colombia-Choco-Tado","Colombia","CHOCO","TADO","COL.12.20_1"
"Colombia-Choco-Unguia","Colombia","CHOCO","UNGUIA","COL.12.21_1"
"Colombia-Huila-Neiva","Colombia","HUILA","NEIVA","COL.17.19_1"
"Colombia-Huila-Acevedo","Colombia","HUILA","ACEVEDO","COL.17.1_1"
"Colombia-Huila-Agrado","Colombia","HUILA","AGRADO","COL.17.2_1"
"Colombia-Huila-Aipe","Colombia","HUILA","AIPE","COL.17.3_1"
"Colombia-Huila-Algeciras","Colombia","HUILA","ALGECIRAS","COL.17.4_1"
"Colombia-Huila-Altamira","Colombia","HUILA","ALTAMIRA","COL.17.5_1"
"Colombia-Huila-Baraya","Colombia","HUILA","BARAYA","COL.17.6_1"
"Colombia-Huila-Campoalegre","Colombia","HUILA","CAMPOALEGRE","COL.17.7_1"
"Colombia-Huila-Colombia","Colombia","HUILA","COLOMBIA","COL.17.8_1"
"Colombia-Huila-Elias","Colombia","HUILA","ELIAS","COL.17.9_1"
"Colombia-Huila-Garzon","Colombia","HUILA","GARZON","COL.17.10_1"
"Colombia-Huila-Gigante","Colombia","HUILA","GIGANTE","COL.17.11_1"
"Colombia-Huila-Guadalupe","Colombia","HUILA","GUADALUPE","COL.17.12_1"
"Colombia-Huila-Hobo","Colombia","HUILA","HOBO","COL.17.13_1"
"Colombia-Huila-Iquira","Colombia","HUILA","IQUIRA","COL.17.14_1"
"Colombia-Huila-Isnos","Colombia","HUILA","ISNOS","COL.17.15_1"
"Colombia-Huila-La_Argentina","Colombia","HUILA","LA ARGENTINA","COL.17.16_1"
"Colombia-Huila-La_Plata","Colombia","HUILA","LA PLATA","COL.17.17_1"
"Colombia-Huila-Nataga","Colombia","HUILA","NATAGA","COL.17.18_1"
"Colombia-Huila-Oporapa","Colombia","HUILA","OPORAPA","COL.17.20_1"
"Colombia-Huila-Paicol","Colombia","HUILA","PAICOL","COL.17.21_1"
"Colombia-Huila-Palermo","Colombia","HUILA","PALERMO","COL.17.22_1"
"Colombia-Huila-Palestina","Colombia","HUILA","PALESTINA","COL.17.23_1"
"Colombia-Huila-Pital","Colombia","HUILA","PITAL","COL.17.24_1"
"Colombia-Huila-Pitalito","Colombia","HUILA","PITALITO","COL.17.25_1"
"Colombia-Huila-Rivera","Colombia","HUILA","RIVERA","COL.17.26_1"
"Colombia-Huila-Saladoblanco","Colombia","HUILA","SALADOBLANCO","COL.17.27_1"
"Colombia-Huila-San_Agustin","Colombia","HUILA","SAN AGUSTIN","COL.17.28_1"
"Colombia-Huila-Santa_Maria","Colombia","HUILA","SANTA MARIA","COL.17.29_1"
"Colombia-Huila-Suaza","Colombia","HUILA","SUAZA","COL.17.30_1"
"Colombia-Huila-Tarqui","Colombia","HUILA","TARQUI","COL.17.31_1"
"Colombia-Huila-Tesalia","Colombia","HUILA","TESALIA","COL.17.34_1"
"Colombia-Huila-Tello","Colombia","HUILA","TELLO","COL.17.32_1"
"Colombia-Huila-Teruel","Colombia","HUILA","TERUEL","COL.17.33_1"
"Colombia-Huila-Timana","Colombia","HUILA","TIMANA","COL.17.35_1"
"Colombia-Huila-Villavieja","Colombia","HUILA","VILLAVIEJA","COL.17.36_1"
"Colombia-Huila-Yaguara","Colombia","HUILA","YAGUARA","COL.17.37_1"
"Colombia-Guajira-Riohacha","Colombia","LA GUAJIRA","RIOHACHA","COL.18.6_1"
"Colombia-Guajira-Barrancas","Colombia","LA GUAJIRA","BARRANCAS","COL.18.1_1"
"Colombia-Guajira-El_Molino","Colombia","LA GUAJIRA","EL MOLINO","COL.18.2_1"
"Colombia-Guajira-Fonseca","Colombia","LA GUAJIRA","FONSECA","COL.18.3_1"
"Colombia-Guajira-Maicao","Colombia","LA GUAJIRA","MAICAO","COL.18.4_1"
"Colombia-Guajira-Manaure","Colombia","LA GUAJIRA","MANAURE","COL.18.5_1"
"Colombia-Guajira-San_Juan_Del_Cesar","Colombia","LA GUAJIRA","SAN JUAN DEL CESAR","COL.18.7_1"
"Colombia-Guajira-Uribia","Colombia","LA GUAJIRA","URIBIA","COL.18.8_1"
"Colombia-Guajira-Urumita","Colombia","LA GUAJIRA","URUMITA","COL.18.9_1"
"Colombia-Guajira-Villanueva","Colombia","LA GUAJIRA","VILLANUEVA","COL.18.10_1"
"Colombia-Magdalena-Aracataca","Colombia","MAGDALENA","ARACATACA","COL.19.1_1"
"Colombia-Magdalena-Ariguani","Colombia","MAGDALENA","ARIGUANI","COL.19.2_1"
"Colombia-Magdalena-Cienaga","Colombia","MAGDALENA","CIENAGA","COL.19.5_1"
"Colombia-Magdalena-El_Banco","Colombia","MAGDALENA","EL BANCO","COL.19.6_1"
"Colombia-Magdalena-El_Pinon","Colombia","MAGDALENA","EL PINON","COL.19.7_1"
"Colombia-Magdalena-Fundacion","Colombia","MAGDALENA","FUNDACION","COL.19.8_1"
"Colombia-Magdalena-Guamal","Colombia","MAGDALENA","GUAMAL","COL.19.9_1"
"Colombia-Magdalena-Pedraza","Colombia","MAGDALENA","PEDRAZA","COL.19.10_1"
"Colombia-Magdalena-Pivijay","Colombia","MAGDALENA","PIVIJAY","COL.19.11_1"
"Colombia-Magdalena-Plato","Colombia","MAGDALENA","PLATO","COL.19.12_1"
"Colombia-Magdalena-Remolino","Colombia","MAGDALENA","REMOLINO","COL.19.14_1"
"Colombia-Magdalena-Salamina","Colombia","MAGDALENA","SALAMINA","COL.19.15_1"
"Colombia-Magdalena-San_Sebastian_De_Buenavista","Colombia","MAGDALENA","SAN SEBASTIAN DE BUENAVISTA","COL.19.16_1"
"Colombia-Magdalena-San_Zenon","Colombia","MAGDALENA","SAN ZENON","COL.19.17_1"
"Colombia-Magdalena-Santa_Ana","Colombia","MAGDALENA","SANTA ANA","COL.19.18_1"
"Colombia-Magdalena-Tenerife","Colombia","MAGDALENA","TENERIFE","COL.19.20_1"
"Colombia-Meta-Villavicencio","Colombia","META","VILLAVICENCIO","COL.20.28_1"
"Colombia-Meta-Acacias","Colombia","META","ACACIAS","COL.20.1_1"
"Colombia-Meta-Barranca_De_Upia","Colombia","META","BARRANCA DE UPIA","COL.20.2_1"
"Colombia-Meta-Cabuyaro","Colombia","META","CABUYARO","COL.20.3_1"
"Colombia-Meta-Castilla_La_Nueva","Colombia","META","CASTILLA LA NUEVA","COL.20.4_1"
"Colombia-Meta-Cumaral","Colombia","META","CUMARAL","COL.20.5_1"
"Colombia-Meta-El_Calvario","Colombia","META","EL CALVARIO","COL.20.6_1"
"Colombia-Meta-El_Castillo","Colombia","META","EL CASTILLO","COL.20.7_1"
"Colombia-Meta-El_Dorado","Colombia","META","EL DORADO","COL.20.8_1"
"Colombia-Meta-Fuente_De_Oro","Colombia","META","FUENTE DE ORO","COL.20.9_1"
"Colombia-Meta-Granada","Colombia","META","GRANADA","COL.20.10_1"
"Colombia-Meta-Guamal","Colombia","META","GUAMAL","COL.20.11_1"
"Colombia-Meta-Mapiripan","Colombia","META","MAPIRIPAN","COL.20.15_1"
"Colombia-Meta-Mesetas","Colombia","META","MESETAS","COL.20.16_1"
"Colombia-Meta-La_Macarena","Colombia","META","LA MACARENA","COL.20.12_1"
"Colombia-Meta-Lejanias","Colombia","META","LEJANIAS","COL.20.14_1"
"Colombia-Meta-Puerto_Concordia","Colombia","META","PUERTO CONCORDIA","COL.20.17_1"
"Colombia-Meta-Puerto_Gaitan","Colombia","META","PUERTO GAITAN","COL.20.18_1"
"Colombia-Meta-Puerto_Lopez","Colombia","META","PUERTO LOPEZ","COL.20.20_1"
"Colombia-Meta-Puerto_Lleras","Colombia","META","PUERTO LLERAS","COL.20.19_1"
"Colombia-Meta-Puerto_Rico","Colombia","META","PUERTO RICO","COL.20.21_1"
"Colombia-Meta-Restrepo","Colombia","META","RESTREPO","COL.20.22_1"
"Colombia-Meta-San_Carlos_De_Guaroa","Colombia","META","SAN CARLOS DE GUAROA","COL.20.23_1"
"Colombia-Meta-San_Juan_De_Arama","Colombia","META","SAN JUAN DE ARAMA","COL.20.24_1"
"Colombia-Meta-San_Juanito","Colombia","META","SAN JUANITO","COL.20.25_1"
"Colombia-Meta-San_Martin","Colombia","META","SAN MARTIN","COL.20.27_1"
"Colombia-Narino-Alban","Colombia","NARINO","ALBAN","COL.21.1_1"
"Colombia-Narino-Aldana","Colombia","NARINO","ALDANA","COL.21.2_1"
"Colombia-Narino-Ancuya","Colombia","NARINO","ANCUYA","COL.21.3_1"
"Colombia-Narino-Arboleda","Colombia","NARINO","ARBOLEDA","COL.21.4_1"
"Colombia-Narino-Barbacoas","Colombia","NARINO","BARBACOAS","COL.21.5_1"
"Colombia-Narino-Belen","Colombia","NARINO","BELEN","COL.21.6_1"
"Colombia-Narino-Buesaco","Colombia","NARINO","BUESACO","COL.21.7_1"
"Colombia-Narino-Colon","Colombia","NARINO","COLON","COL.21.9_1"
"Colombia-Narino-Consaca","Colombia","NARINO","CONSACA","COL.21.10_1"
"Colombia-Narino-Contadero","Colombia","NARINO","CONTADERO","COL.21.11_1"
"Colombia-Narino-Cordoba","Colombia","NARINO","CORDOBA","COL.21.12_1"
"Colombia-Narino-Cuaspud","Colombia","NARINO","CUASPUD","COL.21.13_1"
"Colombia-Narino-Cumbal","Colombia","NARINO","CUMBAL","COL.21.14_1"
"Colombia-Narino-Cumbitara","Colombia","NARINO","CUMBITARA","COL.21.15_1"
"Colombia-Narino-Chachagui","Colombia","NARINO","CHACHAGUI","COL.21.8_1"
"Colombia-Narino-El_Charco","Colombia","NARINO","EL CHARCO","COL.21.16_1"
"Colombia-Narino-El_Rosario","Colombia","NARINO","EL ROSARIO","COL.21.17_1"
"Colombia-Narino-El_Tablon_De_Gomez","Colombia","NARINO","EL TABLON DE GOMEZ","COL.21.18_1"
"Colombia-Narino-El_Tambo","Colombia","NARINO","EL TAMBO","COL.21.19_1"
"Colombia-Narino-Funes","Colombia","NARINO","FUNES","COL.21.21_1"
"Colombia-Narino-Guachucal","Colombia","NARINO","GUACHUCAL","COL.21.22_1"
"Colombia-Narino-Guaitarilla","Colombia","NARINO","GUAITARILLA","COL.21.23_1"
"Colombia-Narino-Gualmatan","Colombia","NARINO","GUALMATAN","COL.21.24_1"
"Colombia-Narino-Iles","Colombia","NARINO","ILES","COL.21.25_1"
"Colombia-Narino-Imues","Colombia","NARINO","IMUES","COL.21.26_1"
"Colombia-Narino-Ipiales","Colombia","NARINO","IPIALES","COL.21.27_1"
"Colombia-Narino-La_Cruz","Colombia","NARINO","LA CRUZ","COL.21.28_1"
"Colombia-Narino-La_Florida","Colombia","NARINO","LA FLORIDA","COL.21.29_1"
"Colombia-Narino-La_Llanada","Colombia","NARINO","LA LLANADA","COL.21.30_1"
"Colombia-Narino-La_Tola","Colombia","NARINO","LA TOLA","COL.21.31_1"
"Colombia-Narino-Leiva","Colombia","NARINO","LEIVA","COL.21.33_1"
"Colombia-Narino-Linares","Colombia","NARINO","LINARES","COL.21.34_1"
"Colombia-Narino-Los_Andes","Colombia","NARINO","LOS ANDES","COL.21.35_1"
"Colombia-Narino-Mallama","Colombia","NARINO","MALLAMA","COL.21.37_1"
"Colombia-Narino-Mosquera","Colombia","NARINO","MOSQUERA","COL.21.38_1"
"Colombia-Narino-Olaya_Herrera","Colombia","NARINO","OLAYA HERRERA","COL.21.39_1"
"Colombia-Narino-Ospina","Colombia","NARINO","OSPINA","COL.21.40_1"
"Colombia-Narino-Francisco_Pizarro","Colombia","NARINO","FRANCISCO PIZARRO","COL.21.20_1"
"Colombia-Narino-Policarpa","Colombia","NARINO","POLICARPA","COL.21.41_1"
"Colombia-Narino-Potosi","Colombia","NARINO","POTOSI","COL.21.42_1"
"Colombia-Narino-Providencia","Colombia","NARINO","PROVIDENCIA","COL.21.43_1"
"Colombia-Narino-Puerres","Colombia","NARINO","PUERRES","COL.21.44_1"
"Colombia-Narino-Pupiales","Colombia","NARINO","PUPIALES","COL.21.45_1"
"Colombia-Narino-Ricaurte","Colombia","NARINO","RICAURTE","COL.21.46_1"
"Colombia-Narino-Roberto_Payan","Colombia","NARINO","ROBERTO PAYAN","COL.21.47_1"
"Colombia-Narino-Samaniego","Colombia","NARINO","SAMANIEGO","COL.21.48_1"
"Colombia-Narino-Sandona","Colombia","NARINO","SANDONA","COL.21.54_1"
"Colombia-Narino-San_Bernardo","Colombia","NARINO","SAN BERNARDO","COL.21.49_1"
"Colombia-Narino-San_Lorenzo","Colombia","NARINO","SAN LORENZO","COL.21.51_1"
"Colombia-Narino-San_Pablo","Colombia","NARINO","SAN PABLO","COL.21.52_1"
"Colombia-Narino-San_Pedro_De_Cartago","Colombia","NARINO","SAN PEDRO DE CARTAGO","COL.21.53_1"
"Colombia-Narino-Santa_Barbara","Colombia","NARINO","SANTA BARBARA","COL.21.55_1"
"Colombia-Narino-Sapuyes","Colombia","NARINO","SAPUYES","COL.21.57_1"
"Colombia-Narino-Taminango","Colombia","NARINO","TAMINANGO","COL.21.58_1"
"Colombia-Narino-Tangua","Colombia","NARINO","TANGUA","COL.21.59_1"
"Colombia-Narino-Tuquerres","Colombia","NARINO","TUQUERRES","COL.21.61_1"
"Colombia-Narino-Yacuanquer","Colombia","NARINO","YACUANQUER","COL.21.62_1"
"Colombia-Quindio-Armenia","Colombia","QUINDIO","ARMENIA","COL.24.1_1"
"Colombia-Quindio-Buenavista","Colombia","QUINDIO","BUENAVISTA","COL.24.2_1"
"Colombia-Quindio-Calarca","Colombia","QUINDIO","CALARCA","COL.24.3_1"
"Colombia-Quindio-Circasia","Colombia","QUINDIO","CIRCASIA","COL.24.4_1"
"Colombia-Quindio-Cordoba","Colombia","QUINDIO","CORDOBA","COL.24.5_1"
"Colombia-Quindio-Filandia","Colombia","QUINDIO","FILANDIA","COL.24.6_1"
"Colombia-Quindio-Genova","Colombia","QUINDIO","GENOVA","COL.24.7_1"
"Colombia-Quindio-La_Tebaida","Colombia","QUINDIO","LA TEBAIDA","COL.24.8_1"
"Colombia-Quindio-Montenegro","Colombia","QUINDIO","MONTENEGRO","COL.24.9_1"
"Colombia-Quindio-Pijao","Colombia","QUINDIO","PIJAO","COL.24.10_1"
"Colombia-Quindio-Quimbaya","Colombia","QUINDIO","QUIMBAYA","COL.24.11_1"
"Colombia-Quindio-Salento","Colombia","QUINDIO","SALENTO","COL.24.12_1"
"Colombia-Risaralda-Pereira","Colombia","RISARALDA","PEREIRA","COL.25.10_1"
"Colombia-Risaralda-Apia","Colombia","RISARALDA","APIA","COL.25.1_1"
"Colombia-Risaralda-Balboa","Colombia","RISARALDA","BALBOA","COL.25.2_1"
"Colombia-Risaralda-Belen_De_Umbria","Colombia","RISARALDA","BELEN DE UMBRIA","COL.25.3_1"
"Colombia-Risaralda-Dosquebradas","Colombia","RISARALDA","DOSQUEBRADAS","COL.25.4_1"
"Colombia-Risaralda-Guatica","Colombia","RISARALDA","GUATICA","COL.25.5_1"
"Colombia-Risaralda-La_Celia","Colombia","RISARALDA","LA CELIA","COL.25.6_1"
"Colombia-Risaralda-La_Virginia","Colombia","RISARALDA","LA VIRGINIA","COL.25.7_1"
"Colombia-Risaralda-Marsella","Colombia","RISARALDA","MARSELLA","COL.25.8_1"
"Colombia-Risaralda-Mistrato","Colombia","RISARALDA","MISTRATO","COL.25.9_1"
"Colombia-Risaralda-Pueblo_Rico","Colombia","RISARALDA","PUEBLO RICO","COL.25.11_1"
"Colombia-Risaralda-Quinchia","Colombia","RISARALDA","QUINCHIA","COL.25.12_1"
"Colombia-Risaralda-Santa_Rosa_De_Cabal","Colombia","RISARALDA","SANTA ROSA DE CABAL","COL.25.13_1"
"Colombia-Risaralda-Santuario","Colombia","RISARALDA","SANTUARIO","COL.25.14_1"
"Colombia-Santander-Bucaramanga","Colombia","SANTANDER","BUCARAMANGA","COL.27.9_1"
"Colombia-Santander-Aguada","Colombia","SANTANDER","AGUADA","COL.27.1_1"
"Colombia-Santander-Albania","Colombia","SANTANDER","ALBANIA","COL.27.2_1"
"Colombia-Santander-Aratoca","Colombia","SANTANDER","ARATOCA","COL.27.3_1"
"Colombia-Santander-Barbosa","Colombia","SANTANDER","BARBOSA","COL.27.4_1"
"Colombia-Santander-Barichara","Colombia","SANTANDER","BARICHARA","COL.27.5_1"
"Colombia-Santander-Barrancabermeja","Colombia","SANTANDER","BARRANCABERMEJA","COL.27.6_1"
"Colombia-Santander-Betulia","Colombia","SANTANDER","BETULIA","COL.27.7_1"
"Colombia-Santander-Bolivar","Colombia","SANTANDER","BOLIVAR","COL.27.8_1"
"Colombia-Santander-Cabrera","Colombia","SANTANDER","CABRERA","COL.27.10_1"
"Colombia-Santander-California","Colombia","SANTANDER","CALIFORNIA","COL.27.11_1"
"Colombia-Santander-Capitanejo","Colombia","SANTANDER","CAPITANEJO","COL.27.12_1"
"Colombia-Santander-Carcasi","Colombia","SANTANDER","CARCASI","COL.27.13_1"
"Colombia-Santander-Cepita","Colombia","SANTANDER","CEPITA","COL.27.14_1"
"Colombia-Santander-Cerrito","Colombia","SANTANDER","CERRITO","COL.27.15_1"
"Colombia-Santander-Charala","Colombia","SANTANDER","CHARALA","COL.27.16_1"
"Colombia-Santander-Charta","Colombia","SANTANDER","CHARTA","COL.27.17_1"
"Colombia-Santander-Chima","Colombia","SANTANDER","CHIMA","COL.27.18_1"
"Colombia-Santander-Chipata","Colombia","SANTANDER","CHIPATA","COL.27.19_1"
"Colombia-Santander-Cimitarra","Colombia","SANTANDER","CIMITARRA","COL.27.20_1"
"Colombia-Santander-Concepcion","Colombia","SANTANDER","CONCEPCION","COL.27.21_1"
"Colombia-Santander-Confines","Colombia","SANTANDER","CONFINES","COL.27.22_1"
"Colombia-Santander-Contratacion","Colombia","SANTANDER","CONTRATACION","COL.27.23_1"
"Colombia-Santander-Coromoro","Colombia","SANTANDER","COROMORO","COL.27.24_1"
"Colombia-Santander-Curiti","Colombia","SANTANDER","CURITI","COL.27.25_1"
"Colombia-Santander-El_Carmen_De_Chucuri","Colombia","SANTANDER","EL CARMEN DE CHUCURI","COL.27.26_1"
"Colombia-Santander-El_Guacamayo","Colombia","SANTANDER","EL GUACAMAYO","COL.27.27_1"
"Colombia-Santander-El_Penon","Colombia","SANTANDER","EL PENON","COL.27.28_1"
"Colombia-Santander-El_Playon","Colombia","SANTANDER","EL PLAYON","COL.27.29_1"
"Colombia-Santander-Encino","Colombia","SANTANDER","ENCINO","COL.27.30_1"
"Colombia-Santander-Enciso","Colombia","SANTANDER","ENCISO","COL.27.31_1"
"Colombia-Santander-Florian","Colombia","SANTANDER","FLORIAN","COL.27.32_1"
"Colombia-Santander-Floridablanca","Colombia","SANTANDER","FLORIDABLANCA","COL.27.33_1"
"Colombia-Santander-Galan","Colombia","SANTANDER","GALAN","COL.27.34_1"
"Colombia-Santander-Gambita","Colombia","SANTANDER","GAMBITA","COL.27.35_1"
"Colombia-Santander-Giron","Colombia","SANTANDER","GIRON","COL.27.36_1"
"Colombia-Santander-Guaca","Colombia","SANTANDER","GUACA","COL.27.37_1"
"Colombia-Santander-Guadalupe","Colombia","SANTANDER","GUADALUPE","COL.27.38_1"
"Colombia-Santander-Guapota","Colombia","SANTANDER","GUAPOTA","COL.27.39_1"
"Colombia-Santander-Guavata","Colombia","SANTANDER","GUAVATA","COL.27.40_1"
"Colombia-Santander-Hato","Colombia","SANTANDER","HATO","COL.27.42_1"
"Colombia-Santander-Jesus_Maria","Colombia","SANTANDER","JESUS MARIA","COL.27.43_1"
"Colombia-Santander-Jordan","Colombia","SANTANDER","JORDAN","COL.27.44_1"
"Colombia-Santander-La_Belleza","Colombia","SANTANDER","LA BELLEZA","COL.27.45_1"
"Colombia-Santander-Landazuri","Colombia","SANTANDER","LANDAZURI","COL.27.47_1"
"Colombia-Santander-La_Paz","Colombia","SANTANDER","LA PAZ","COL.27.46_1"
"Colombia-Santander-Lebrija","Colombia","SANTANDER","LEBRIJA","COL.27.48_1"
"Colombia-Santander-Los_Santos","Colombia","SANTANDER","LOS SANTOS","COL.27.49_1"
"Colombia-Santander-Macaravita","Colombia","SANTANDER","MACARAVITA","COL.27.50_1"
"Colombia-Santander-Malaga","Colombia","SANTANDER","MALAGA","COL.27.51_1"
"Colombia-Santander-Matanza","Colombia","SANTANDER","MATANZA","COL.27.52_1"
"Colombia-Santander-Mogotes","Colombia","SANTANDER","MOGOTES","COL.27.53_1"
"Colombia-Santander-Molagavita","Colombia","SANTANDER","MOLAGAVITA","COL.27.54_1"
"Colombia-Santander-Ocamonte","Colombia","SANTANDER","OCAMONTE","COL.27.55_1"
"Colombia-Santander-Oiba","Colombia","SANTANDER","OIBA","COL.27.56_1"
"Colombia-Santander-Onzaga","Colombia","SANTANDER","ONZAGA","COL.27.57_1"
"Colombia-Santander-Palmar","Colombia","SANTANDER","PALMAR","COL.27.58_1"
"Colombia-Santander-Palmas_Del_Socorro","Colombia","SANTANDER","PALMAS DEL SOCORRO","COL.27.59_1"
"Colombia-Santander-Paramo","Colombia","SANTANDER","PARAMO","COL.27.60_1"
"Colombia-Santander-Piedecuesta","Colombia","SANTANDER","PIEDECUESTA","COL.27.61_1"
"Colombia-Santander-Pinchote","Colombia","SANTANDER","PINCHOTE","COL.27.62_1"
"Colombia-Santander-Puente_Nacional","Colombia","SANTANDER","PUENTE NACIONAL","COL.27.63_1"
"Colombia-Santander-Puerto_Parra","Colombia","SANTANDER","PUERTO PARRA","COL.27.64_1"
"Colombia-Santander-Puerto_Wilches","Colombia","SANTANDER","PUERTO WILCHES","COL.27.65_1"
"Colombia-Santander-Rionegro","Colombia","SANTANDER","RIONEGRO","COL.27.66_1"
"Colombia-Santander-Sabana_De_Torres","Colombia","SANTANDER","SABANA DE TORRES","COL.27.67_1"
"Colombia-Santander-San_Benito","Colombia","SANTANDER","SAN BENITO","COL.27.69_1"
"Colombia-Santander-San_Gil","Colombia","SANTANDER","SAN GIL","COL.27.70_1"
"Colombia-Santander-San_Joaquin","Colombia","SANTANDER","SAN JOAQUIN","COL.27.71_1"
"Colombia-Santander-San_Jose_De_Miranda","Colombia","SANTANDER","SAN JOSE DE MIRANDA","COL.27.72_1"
"Colombia-Santander-San_Miguel","Colombia","SANTANDER","SAN MIGUEL","COL.27.73_1"
"Colombia-Santander-San_Vicente_De_Chucuri","Colombia","SANTANDER","SAN VICENTE DE CHUCURI","COL.27.74_1"
"Colombia-Santander-Santa_Barbara","Colombia","SANTANDER","SANTA BARBARA","COL.27.75_1"
"Colombia-Santander-Santa_Helena_Del_Opon","Colombia","SANTANDER","SANTA HELENA DEL OPON","COL.27.76_1"
"Colombia-Santander-Simacota","Colombia","SANTANDER","SIMACOTA","COL.27.77_1"
"Colombia-Santander-Socorro","Colombia","SANTANDER","SOCORRO","COL.27.78_1"
"Colombia-Santander-Suaita","Colombia","SANTANDER","SUAITA","COL.27.79_1"
"Colombia-Santander-Sucre","Colombia","SANTANDER","SUCRE","COL.27.80_1"
"Colombia-Santander-Surata","Colombia","SANTANDER","SURATA","COL.27.81_1"
"Colombia-Santander-Tona","Colombia","SANTANDER","TONA","COL.27.82_1"
"Colombia-Santander-Valle_De_San_Jose","Colombia","SANTANDER","VALLE DE SAN JOSE","COL.27.83_1"
"Colombia-Santander-Velez","Colombia","SANTANDER","VELEZ","COL.27.84_1"
"Colombia-Santander-Vetas","Colombia","SANTANDER","VETAS","COL.27.85_1"
"Colombia-Santander-Villanueva","Colombia","SANTANDER","VILLANUEVA","COL.27.86_1"
"Colombia-Santander-Zapatoca","Colombia","SANTANDER","ZAPATOCA","COL.27.87_1"
"Colombia-Sucre-Sincelejo","Colombia","SUCRE","SINCELEJO","COL.28.21_1"
"Colombia-Sucre-Buenavista","Colombia","SUCRE","BUENAVISTA","COL.28.1_1"
"Colombia-Sucre-Caimito","Colombia","SUCRE","CAIMITO","COL.28.2_1"
"Colombia-Sucre-Coloso","Colombia","SUCRE","COLOSO","COL.28.4_1"
"Colombia-Sucre-Corozal","Colombia","SUCRE","COROZAL","COL.28.5_1"
"Colombia-Sucre-Chalan","Colombia","SUCRE","CHALAN","COL.28.3_1"
"Colombia-Sucre-Galeras","Colombia","SUCRE","GALERAS","COL.28.6_1"
"Colombia-Sucre-Guaranda","Colombia","SUCRE","GUARANDA","COL.28.7_1"
"Colombia-Sucre-Los_Palmitos","Colombia","SUCRE","LOS PALMITOS","COL.28.9_1"
"Colombia-Sucre-Majagual","Colombia","SUCRE","MAJAGUAL","COL.28.10_1"
"Colombia-Sucre-Morroa","Colombia","SUCRE","MORROA","COL.28.11_1"
"Colombia-Sucre-Ovejas","Colombia","SUCRE","OVEJAS","COL.28.12_1"
"Colombia-Sucre-Sampues","Colombia","SUCRE","SAMPUES","COL.28.13_1"
"Colombia-Sucre-San_Benito_Abad","Colombia","SUCRE","SAN BENITO ABAD","COL.28.15_1"
"Colombia-Sucre-San_Juan_De_Betulia","Colombia","SUCRE","SAN JUAN DE BETULIA","COL.28.16_1"
"Colombia-Sucre-San_Marcos","Colombia","SUCRE","SAN MARCOS","COL.28.17_1"
"Colombia-Sucre-San_Onofre","Colombia","SUCRE","SAN ONOFRE","COL.28.18_1"
"Colombia-Sucre-San_Pedro","Colombia","SUCRE","SAN PEDRO","COL.28.19_1"
"Colombia-Sucre-Sucre","Colombia","SUCRE","SUCRE","COL.28.22_1"
"Colombia-Tolima-Ibague","Colombia","TOLIMA","IBAGUE","COL.29.22_1"
"Colombia-Tolima-Alpujarra","Colombia","TOLIMA","ALPUJARRA","COL.29.1_1"
"Colombia-Tolima-Alvarado","Colombia","TOLIMA","ALVARADO","COL.29.2_1"
"Colombia-Tolima-Ambalema","Colombia","TOLIMA","AMBALEMA","COL.29.3_1"
"Colombia-Tolima-Anzoategui","Colombia","TOLIMA","ANZOATEGUI","COL.29.4_1"
"Colombia-Tolima-Armero","Colombia","TOLIMA","ARMERO","COL.29.5_1"
"Colombia-Tolima-Ataco","Colombia","TOLIMA","ATACO","COL.29.6_1"
"Colombia-Tolima-Cajamarca","Colombia","TOLIMA","CAJAMARCA","COL.29.7_1"
"Colombia-Tolima-Carmen_De_Apicala","Colombia","TOLIMA","CARMEN DE APICALA","COL.29.8_1"
"Colombia-Tolima-Casabianca","Colombia","TOLIMA","CASABIANCA","COL.29.9_1"
"Colombia-Tolima-Chaparral","Colombia","TOLIMA","CHAPARRAL","COL.29.10_1"
"Colombia-Tolima-Coello","Colombia","TOLIMA","COELLO","COL.29.11_1"
"Colombia-Tolima-Coyaima","Colombia","TOLIMA","COYAIMA","COL.29.12_1"
"Colombia-Tolima-Cunday","Colombia","TOLIMA","CUNDAY","COL.29.13_1"
"Colombia-Tolima-Dolores","Colombia","TOLIMA","DOLORES","COL.29.14_1"
"Colombia-Tolima-Espinal","Colombia","TOLIMA","ESPINAL","COL.29.15_1"
"Colombia-Tolima-Falan","Colombia","TOLIMA","FALAN","COL.29.16_1"
"Colombia-Tolima-Flandes","Colombia","TOLIMA","FLANDES","COL.29.17_1"
"Colombia-Tolima-Fresno","Colombia","TOLIMA","FRESNO","COL.29.18_1"
"Colombia-Tolima-Guamo","Colombia","TOLIMA","GUAMO","COL.29.19_1"
"Colombia-Tolima-Herveo","Colombia","TOLIMA","HERVEO","COL.29.20_1"
"Colombia-Tolima-Honda","Colombia","TOLIMA","HONDA","COL.29.21_1"
"Colombia-Tolima-Icononzo","Colombia","TOLIMA","ICONONZO","COL.29.23_1"
