"location","NAME_0","NAME_1","NAME_2","GID_2"
"Colombia-Tolima-Lerida","Colombia","TOLIMA","LERIDA","COL.29.24_1"
"Colombia-Tolima-Libano","Colombia","TOLIMA","LIBANO","COL.29.25_1"
"Colombia-Tolima-Melgar","Colombia","TOLIMA","MELGAR","COL.29.26_1"
"Colombia-Tolima-Murillo","Colombia","TOLIMA","MURILLO","COL.29.27_1"
"Colombia-Tolima-Natagaima","Colombia","TOLIMA","NATAGAIMA","COL.29.28_1"
"Colombia-Tolima-Ortega","Colombia","TOLIMA","ORTEGA","COL.29.29_1"
"Colombia-Tolima-Piedras","Colombia","TOLIMA","PIEDRAS","COL.29.30_1"
"Colombia-Tolima-Planadas","Colombia","TOLIMA","PLANADAS","COL.29.31_1"
"Colombia-Tolima-Prado","Colombia","TOLIMA","PRADO","COL.29.32_1"
"Colombia-Tolima-Purificacion","Colombia","TOLIMA","PURIFICACION","COL.29.33_1"
"Colombia-Tolima-Rioblanco","Colombia","TOLIMA","RIOBLANCO","COL.29.34_1"
"Colombia-Tolima-Roncesvalles","Colombia","TOLIMA","RONCESVALLES","COL.29.35_1"
"Colombia-Tolima-Rovira","Colombia","TOLIMA","ROVIRA","COL.29.36_1"
"Colombia-Tolima-Saldana","Colombia","TOLIMA","SALDANA","COL.29.37_1"
"Colombia-Tolima-San_Antonio","Colombia","TOLIMA","SAN ANTONIO","COL.29.38_1"
"Colombia-Tolima-San_Luis","Colombia","TOLIMA","SAN LUIS","COL.29.39_1"
"Colombia-Tolima-Santa_Isabel","Colombia","TOLIMA","SANTA ISABEL","COL.29.41_1"
"Colombia-Tolima-Suarez","Colombia","TOLIMA","SUAREZ","COL.29.42_1"
"Colombia-Tolima-Valle_De_San_Juan","Colombia","TOLIMA","VALLE DE SAN JUAN","COL.29.43_1"
"Colombia-Tolima-Venadillo","Colombia","TOLIMA","VENADILLO","COL.29.44_1"
"Colombia-Tolima-Villahermosa","Colombia","TOLIMA","VILLAHERMOSA","COL.29.45_1"
"Colombia-Tolima-Villarrica","Colombia","TOLIMA","VILLARRICA","COL.29.46_1"
"Colombia-Valle_Del_Cauca-Alcala","Colombia","VALLE DEL CAUCA","ALCALA","COL.30.1_1"
"Colombia-Valle_Del_Cauca-Andalucia","Colombia","VALLE DEL CAUCA","ANDALUCIA","COL.30.2_1"
"Colombia-Valle_Del_Cauca-Ansermanuevo","Colombia","VALLE DEL CAUCA","ANSERMANUEVO","COL.30.3_1"
"Colombia-Valle_Del_Cauca-Argelia","Colombia","VALLE DEL CAUCA","ARGELIA","COL.30.4_1"
"Colombia-Valle_Del_Cauca-Bolivar","Colombia","VALLE DEL CAUCA","BOLIVAR","COL.30.5_1"
"Colombia-Valle_Del_Cauca-Buenaventura","Colombia","VALLE DEL CAUCA","BUENAVENTURA","COL.30.6_1"
"Colombia-Valle_Del_Cauca-Guadalajara_De_Buga","Colombia","VALLE DEL CAUCA","GUADALAJARA DE BUGA","COL.30.20_1"
"Colombia-Valle_Del_Cauca-Bugalagrande","Colombia","VALLE DEL CAUCA","BUGALAGRANDE","COL.30.7_1"
"Colombia-Valle_Del_Cauca-Caicedonia","Colombia","VALLE DEL CAUCA","CAICEDONIA","COL.30.8_1"
"Colombia-Valle_Del_Cauca-Calima","Colombia","VALLE DEL CAUCA","CALIMA","COL.30.9_1"
"Colombia-Valle_Del_Cauca-Candelaria","Colombia","VALLE DEL CAUCA","CANDELARIA","COL.30.10_1"
"Colombia-Valle_Del_Cauca-Cartago","Colombia","VALLE DEL CAUCA","CARTAGO","COL.30.11_1"
"Colombia-Valle_Del_Cauca-Dagua","Colombia","VALLE DEL CAUCA","DAGUA","COL.30.12_1"
"Colombia-Valle_Del_Cauca-El_Aguila","Colombia","VALLE DEL CAUCA","EL AGUILA","COL.30.13_1"
"Colombia-Valle_Del_Cauca-El_Cairo","Colombia","VALLE DEL CAUCA","EL CAIRO","COL.30.14_1"
"Colombia-Valle_Del_Cauca-El_Cerrito","Colombia","VALLE DEL CAUCA","EL CERRITO","COL.30.15_1"
"Colombia-Valle_Del_Cauca-El_Dovio","Colombia","VALLE DEL CAUCA","EL DOVIO","COL.30.16_1"
"Colombia-Valle_Del_Cauca-Florida","Colombia","VALLE DEL CAUCA","FLORIDA","COL.30.17_1"
"Colombia-Valle_Del_Cauca-Ginebra","Colombia","VALLE DEL CAUCA","GINEBRA","COL.30.18_1"
"Colombia-Valle_Del_Cauca-Guacari","Colombia","VALLE DEL CAUCA","GUACARI","COL.30.19_1"
"Colombia-Valle_Del_Cauca-Jamundi","Colombia","VALLE DEL CAUCA","JAMUNDI","COL.30.21_1"
"Colombia-Valle_Del_Cauca-La_Cumbre","Colombia","VALLE DEL CAUCA","LA CUMBRE","COL.30.22_1"
"Colombia-Valle_Del_Cauca-La_Victoria","Colombia","VALLE DEL CAUCA","LA VICTORIA","COL.30.24_1"
"Colombia-Valle_Del_Cauca-Obando","Colombia","VALLE DEL CAUCA","OBANDO","COL.30.25_1"
"Colombia-Valle_Del_Cauca-Palmira","Colombia","VALLE DEL CAUCA","PALMIRA","COL.30.26_1"
"Colombia-Valle_Del_Cauca-Pradera","Colombia","VALLE DEL CAUCA","PRADERA","COL.30.27_1"
"Colombia-Valle_Del_Cauca-Restrepo","Colombia","VALLE DEL CAUCA","RESTREPO","COL.30.28_1"
"Colombia-Valle_Del_Cauca-Riofrio","Colombia","VALLE DEL CAUCA","RIOFRIO","COL.30.29_1"
"Colombia-Valle_Del_Cauca-Roldanillo","Colombia","VALLE DEL CAUCA","ROLDANILLO","COL.30.30_1"
"Colombia-Valle_Del_Cauca-San_Pedro","Colombia","VALLE DEL CAUCA","SAN PEDRO","COL.30.31_1"
"Colombia-Valle_Del_Cauca-Sevilla","Colombia","VALLE DEL CAUCA","SEVILLA","COL.30.33_1"
"Colombia-Valle_Del_Cauca-Toro","Colombia","VALLE DEL CAUCA","TORO","COL.30.34_1"
"Colombia-Valle_Del_Cauca-Trujillo","Colombia","VALLE DEL CAUCA","TRUJILLO","COL.30.35_1"
"Colombia-Valle_Del_Cauca-Tulua","Colombia","VALLE DEL CAUCA","TULUA","COL.30.36_1"
"Colombia-Valle_Del_Cauca-Ulloa","Colombia","VALLE DEL CAUCA","ULLOA","COL.30.37_1"
"Colombia-Valle_Del_Cauca-Versalles","Colombia","VALLE DEL CAUCA","VERSALLES","COL.30.38_1"
"Colombia-Valle_Del_Cauca-Vijes","Colombia","VALLE DEL CAUCA","VIJES","COL.30.39_1"
"Colombia-Valle_Del_Cauca-Yotoco","Colombia","VALLE DEL CAUCA","YOTOCO","COL.30.40_1"
"Colombia-Valle_Del_Cauca-Yumbo","Colombia","VALLE DEL CAUCA","YUMBO","COL.30.41_1"
"Colombia-Valle_Del_Cauca-Zarzal","Colombia","VALLE DEL CAUCA","ZARZAL","COL.30.42_1"
"Colombia-Arauca-Arauca","Colombia","ARAUCA","ARAUCA","COL.3.1_1"
"Colombia-Arauca-Arauquita","Colombia","ARAUCA","ARAUQUITA","COL.3.2_1"
"Colombia-Arauca-Cravo_Norte","Colombia","ARAUCA","CRAVO NORTE","COL.3.3_1"
"Colombia-Arauca-Fortul","Colombia","ARAUCA","FORTUL","COL.3.4_1"
"Colombia-Arauca-Puerto_Rondon","Colombia","ARAUCA","PUERTO RONDON","COL.3.5_1"
"Colombia-Arauca-Saravena","Colombia","ARAUCA","SARAVENA","COL.3.6_1"
"Colombia-Arauca-Tame","Colombia","ARAUCA","TAME","COL.3.7_1"
"Colombia-Casanare-Yopal","Colombia","CASANARE","YOPAL","COL.9.19_1"
"Colombia-Casanare-Aguazul","Colombia","CASANARE","AGUAZUL","COL.9.1_1"
"Colombia-Casanare-Chameza","Colombia","CASANARE","CHAMEZA","COL.9.2_1"
"Colombia-Casanare-Hato_Corozal","Colombia","CASANARE","HATO COROZAL","COL.9.3_1"
"Colombia-Casanare-La_Salina","Colombia","CASANARE","LA SALINA","COL.9.4_1"
"Colombia-Casanare-Mani","Colombia","CASANARE","MANI","COL.9.5_1"
"Colombia-Casanare-Monterrey","Colombia","CASANARE","MONTERREY","COL.9.6_1"
"Colombia-Casanare-Nunchia","Colombia","CASANARE","NUNCHIA","COL.9.7_1"
"Colombia-Casanare-Orocue","Colombia","CASANARE","OROCUE","COL.9.8_1"
"Colombia-Casanare-Paz_De_Ariporo","Colombia","CASANARE","PAZ DE ARIPORO","COL.9.9_1"
"Colombia-Casanare-Pore","Colombia","CASANARE","PORE","COL.9.10_1"
"Colombia-Casanare-Recetor","Colombia","CASANARE","RECETOR","COL.9.11_1"
"Colombia-Casanare-Sabanalarga","Colombia","CASANARE","SABANALARGA","COL.9.12_1"
"Colombia-Casanare-Sacama","Colombia","CASANARE","SACAMA","COL.9.13_1"
"Colombia-Casanare-San_Luis_De_Palenque","Colombia","CASANARE","SAN LUIS DE PALENQUE","COL.9.14_1"
"Colombia-Casanare-Tamara","Colombia","CASANARE","TAMARA","COL.9.15_1"
"Colombia-Casanare-Tauramena","Colombia","CASANARE","TAURAMENA","COL.9.16_1"
"Colombia-Casanare-Trinidad","Colombia","CASANARE","TRINIDAD","COL.9.17_1"
"Colombia-Casanare-Villanueva","Colombia","CASANARE","VILLANUEVA","COL.9.18_1"
"Colombia-Putumayo-Colon","Colombia","PUTUMAYO","COLON","COL.23.1_1"
"Colombia-Putumayo-Orito","Colombia","PUTUMAYO","ORITO","COL.23.2_1"
"Colombia-Putumayo-Puerto_Asis","Colombia","PUTUMAYO","PUERTO ASIS","COL.23.3_1"
"Colombia-Putumayo-Puerto_Caicedo","Colombia","PUTUMAYO","PUERTO CAICEDO","COL.23.4_1"
"Colombia-Putumayo-Puerto_Guzman","Colombia","PUTUMAYO","PUERTO GUZMAN","COL.23.5_1"
"Colombia-Putumayo-Sibundoy","Colombia","PUTUMAYO","SIBUNDOY","COL.23.10_1"
"Colombia-Putumayo-San_Francisco","Colombia","PUTUMAYO","SAN FRANCISCO","COL.23.7_1"
"Colombia-Putumayo-Santiago","Colombia","PUTUMAYO","SANTIAGO","COL.23.9_1"
"Colombia-Putumayo-Valle_Del_Guamuez","Colombia","PUTUMAYO","VALLE DEL GUAMUEZ","COL.23.11_1"
"Colombia-Putumayo-Villagarzon","Colombia","PUTUMAYO","VILLAGARZON","COL.23.12_1"
"Colombia-Amazonas-Leticia","Colombia","AMAZONAS","LETICIA","COL.1.4_1"
"Colombia-Amazonas-El_Encanto","Colombia","AMAZONAS","EL ENCANTO","COL.1.1_1"
"Colombia-Amazonas-La_Chorrera","Colombia","AMAZONAS","LA CHORRERA","COL.1.2_1"
"Colombia-Amazonas-La_Pedrera","Colombia","AMAZONAS","LA PEDRERA","COL.1.3_1"
"Colombia-Amazonas-Puerto_Narino","Colombia","AMAZONAS","PUERTO NARINO","COL.1.6_1"
"Colombia-Amazonas-Puerto_Santander","Colombia","AMAZONAS","PUERTO SANTANDER","COL.1.7_1"
"Colombia-Amazonas-Tarapaca","Colombia","AMAZONAS","TARAPACA","COL.1.8_1"
"Colombia-Guainia-Barranco_Minas","Colombia","GUAINIA","BARRANCO MINAS","COL.15.1_1"
"Colombia-Guainia-San_Felipe","Colombia","GUAINIA","SAN FELIPE","COL.15.7_1"
"Colombia-Guainia-Puerto_Colombia","Colombia","GUAINIA","PUERTO COLOMBIA","COL.15.5_1"
"Colombia-Guainia-La_Guadalupe","Colombia","GUAINIA","LA GUADALUPE","COL.15.3_1"
"Colombia-Guainia-Cacahual","Colombia","GUAINIA","CACAHUAL","COL.15.2_1"
"Colombia-Guainia-Pana_Pana","Colombia","GUAINIA","PANA PANA","COL.15.4_1"
"Colombia-Guaviare-San_Jose_Del_Guaviare","Colombia","GUAVIARE","SAN JOSE DEL GUAVIARE","COL.16.4_1"
"Colombia-Guaviare-Calamar","Colombia","GUAVIARE","CALAMAR","COL.16.1_1"
"Colombia-Guaviare-El_Retorno","Colombia","GUAVIARE","EL RETORNO","COL.16.2_1"
"Colombia-Guaviare-Miraflores","Colombia","GUAVIARE","MIRAFLORES","COL.16.3_1"
"Colombia-Vaupes-Mitu","Colombia","VAUPES","MITU","COL.31.2_1"
"Colombia-Vaupes-Caruru","Colombia","VAUPES","CARURU","COL.31.1_1"
"Colombia-Vaupes-Pacoa","Colombia","VAUPES","PACOA","COL.31.3_1"
"Colombia-Vaupes-Taraira","Colombia","VAUPES","TARAIRA","COL.31.5_1"
"Colombia-Vaupes-Yavarate","Colombia","VAUPES","YAVARATE","COL.31.6_1"
"Colombia-Vichada-Puerto_Carreno","Colombia","VICHADA","PUERTO CARRENO","COL.32.3_1"
"Colombia-Vichada-La_Primavera","Colombia","VICHADA","LA PRIMAVERA","COL.32.2_1"
"Colombia-Vichada-Santa_Rosalia","Colombia","VICHADA","SANTA ROSALIA","COL.32.6_1"
"Colombia-Vichada-Cumaribo","Colombia","VICHADA","CUMARIBO","COL.32.1_1"
"Colombia-Sucre-Tolu","Colombia","SUCRE","TOLU","COL.28.23_1"
"Colombia-Sucre-Toluviejo","Colombia","SUCRE","TOLUVIEJO","COL.28.24_1"
NA,"Colombia","AMAZONAS","MIRITI","COL.1.5_1"
NA,"Colombia","AMAZONAS","MIRITI PARANA","COL.1.5_1"
NA,"Colombia","ANTIOQUIA","CAROLINA","COL.2.31_1"
NA,"Colombia","ANTIOQUIA","CIUDAD BOLIVAR","COL.2.20_1"
NA,"Colombia","ANTIOQUIA","ITAGUI","COL.2.58_1"
NA,"Colombia","ANTIOQUIA","LA UNION","COL.2.64_1"
NA,"Colombia","ANTIOQUIA","PE√êOL","COL.2.76_1"
NA,"Colombia","ANTIOQUIA","PEÃ°OL","COL.2.76_1"
NA,"Colombia","ANTIOQUIA","PEDOL","COL.2.76_1"
NA,"Colombia","ANTIOQUIA","SAN PEDRO","COL.2.95_1"
NA,"Colombia","ANTIOQUIA","SANTAFE DE ANTIOQUIA","COL.2.101_1"
NA,"Colombia","ATLANTICO","BARRANQUILLA","COL.4.2_1"
NA,"Colombia","BOGOTA","BARRIOS UNIDOS 12 DE OCTUBRE","COL.14.79_1"
NA,"Colombia","BOGOTA","BARRIOS UNIDOS LOS ANDES","COL.14.79_1"
NA,"Colombia","BOGOTA","BOGOTA, D.C.","COL.14.79_1"
NA,"Colombia","BOGOTA","BOSA BOSA CENTRAL","COL.14.79_1"
NA,"Colombia","BOGOTA","BOSA TINTAL SUR","COL.14.79_1"
NA,"Colombia","BOGOTA","CHAPINERO CHAPINERO","COL.14.79_1"
NA,"Colombia","BOGOTA","CHAPINERO CHICO LAGO","COL.14.79_1"
NA,"Colombia","BOGOTA","CIUDAD BOLIVAR SAN FRANCISCO","COL.14.79_1"
NA,"Colombia","BOGOTA","ENGATIVA ENGATIVA","COL.14.79_1"
NA,"Colombia","BOGOTA","FONTIBON FONTIBON","COL.14.79_1"
NA,"Colombia","BOGOTA","KENNEDY AMERICAS","COL.14.79_1"
NA,"Colombia","BOGOTA","KENNEDY KENNEDY CENTRAL","COL.14.79_1"
NA,"Colombia","BOGOTA","LA CANDELARIA LA CANDELARIA","COL.14.79_1"
NA,"Colombia","BOGOTA","PUENTE ARANDA SAN RAFAEL","COL.14.79_1"
NA,"Colombia","BOGOTA","SAN CRISTOBAL SOCIEGO","COL.14.79_1"
NA,"Colombia","BOGOTA","TEUSAQUILLO CIUDAD SALITRE ORIENTAL","COL.14.79_1"
NA,"Colombia","BOGOTA","TEUSAQUILLO LA ESMERALDA","COL.14.79_1"
NA,"Colombia","BOGOTA","TEUSAQUILLO QUINTA PAREDES","COL.14.79_1"
NA,"Colombia","BOGOTA","TEUSAQUILLO TEUSAQUILLO","COL.14.79_1"
NA,"Colombia","BOGOTA","TUNJUELITO TUNJUELITO","COL.14.79_1"
NA,"Colombia","BOGOTA","TUNJUELITO VENECIA","COL.14.79_1"
NA,"Colombia","BOGOTA","USAQUEN LOS CEDROS","COL.14.79_1"
NA,"Colombia","BOGOTA","USAQUEN SANTA BARBARA","COL.14.79_1"
NA,"Colombia","BOLIVAR","RIO VIEJO","COL.5.20_1"
NA,"Colombia","BOLIVAR","SAN ESTANISLAO","COL.5.21_1"
NA,"Colombia","BOLIVAR","SAN JACINTO DEL CAUCA","COL.5.23_1"
NA,"Colombia","BOYACA","CIENAGA","COL.6.23_1"
NA,"Colombia","BOYACA","TOGUI","COL.6.111_1"
NA,"Colombia","BOLIVAR","CARTAGENA DE INDIAS","COL.5.7_1"
NA,"Colombia","CAUCA","GUACHENE","COL.10.8_1"
NA,"Colombia","CAUCA","LOPEZ","COL.10.17_1"
NA,"Colombia","CAUCA","SUCRE","COL.10.4_1"
NA,"Colombia","CAUCA","VILLA RICA","COL.10.10_1"
NA,"Colombia","CHOCO","ATRATO","COL.12.9_1"
NA,"Colombia","CHOCO","BELEN DE BAJIRA","COL.12.17_1"
NA,"Colombia","CHOCO","CERTEGUI","COL.12.20_1"
NA,"Colombia","CHOCO","MEDIO ATRATO","COL.12.9_1"
NA,"Colombia","CORDOBA","LORICA","COL.13.24_1"
NA,"Colombia","CORDOBA","SAHAGUN","COL.13.20_1"
NA,"Colombia","CORDOBA","SAN ANDRES SOTAVENTO","COL.13.18_1"
NA,"Colombia","GUAINIA","INIRIDA","COL.15.6_1"
NA,"Colombia","MAGDALENA","CERRO SAN ANTONIO","COL.19.3_1"
NA,"Colombia","MAGDALENA","CHIBOLO","COL.19.4_1"
NA,"Colombia","MAGDALENA","PUEBLOVIEJO","COL.19.13_1"
NA,"Colombia","MAGDALENA","SANTA BARBARA DE PINTO","COL.19.18_1"
NA,"Colombia","META","CUBARRAL","COL.20.26_1"
NA,"Colombia","META","URIBE","COL.20.13_1"
NA,"Colombia","META","VISTAHERMOSA","COL.20.29_1"
NA,"Colombia","NARINO","CHACHAGSI","COL.21.8_1"
NA,"Colombia","NARINO","CHACHAGUI","COL.21.8_1"
NA,"Colombia","NARINO","LA UNION","COL.21.32_1"
NA,"Colombia","NARINO","MAGSI","COL.21.36_1"
NA,"Colombia","NARINO","SAN ANDRES DE TUMACO","COL.21.60_1"
NA,"Colombia","NARINO","SANTACRUZ","COL.21.56_1"
NA,"Colombia","NORTE SANTANDER","ABREGO","COL.22.1_1"
NA,"Colombia","NORTE SANTANDER","ARBOLEDAS","COL.22.2_1"
NA,"Colombia","NORTE SANTANDER","BOCHALEMA","COL.22.3_1"
NA,"Colombia","NORTE SANTANDER","BUCARASICA","COL.22.4_1"
NA,"Colombia","NORTE SANTANDER","CACHIRA","COL.22.5_1"
NA,"Colombia","NORTE SANTANDER","CACOTA","COL.22.6_1"
NA,"Colombia","NORTE SANTANDER","CHINACOTA","COL.22.7_1"
NA,"Colombia","NORTE SANTANDER","CHITAGA","COL.22.8_1"
NA,"Colombia","NORTE SANTANDER","CONVENCION","COL.22.9_1"
NA,"Colombia","NORTE SANTANDER","CUCUTA","COL.22.32_1"
NA,"Colombia","NORTE SANTANDER","CUCUTILLA","COL.22.10_1"
NA,"Colombia","NORTE SANTANDER","DURANIA","COL.22.11_1"
NA,"Colombia","NORTE SANTANDER","EL CARMEN","COL.22.12_1"
NA,"Colombia","NORTE SANTANDER","EL TARRA","COL.22.13_1"
NA,"Colombia","NORTE SANTANDER","EL ZULIA","COL.22.14_1"
NA,"Colombia","NORTE SANTANDER","GRAMALOTE","COL.22.15_1"
NA,"Colombia","NORTE SANTANDER","HACARI","COL.22.16_1"
NA,"Colombia","NORTE SANTANDER","HERRAN","COL.22.17_1"
NA,"Colombia","NORTE SANTANDER","LA ESPERANZA","COL.22.18_1"
NA,"Colombia","NORTE SANTANDER","LA PLAYA","COL.22.19_1"
NA,"Colombia","NORTE SANTANDER","LABATECA","COL.22.20_1"
NA,"Colombia","NORTE SANTANDER","LOS PATIOS","COL.22.21_1"
NA,"Colombia","NORTE SANTANDER","LOURDES","COL.22.22_1"
NA,"Colombia","NORTE SANTANDER","MUTISCUA","COL.22.23_1"
NA,"Colombia","NORTE SANTANDER","OCANA","COL.22.24_1"
NA,"Colombia","NORTE SANTANDER","PAMPLONA","COL.22.25_1"
NA,"Colombia","NORTE SANTANDER","PAMPLONITA","COL.22.26_1"
NA,"Colombia","NORTE SANTANDER","PUERTO SANTANDER","COL.22.27_1"
NA,"Colombia","NORTE SANTANDER","RAGONVALIA","COL.22.28_1"
NA,"Colombia","NORTE SANTANDER","SALAZAR","COL.22.29_1"
NA,"Colombia","NORTE SANTANDER","SAN CALIXTO","COL.22.30_1"
NA,"Colombia","NORTE SANTANDER","SAN CAYETANO","COL.22.31_1"
NA,"Colombia","NORTE SANTANDER","SANTIAGO","COL.22.33_1"
NA,"Colombia","NORTE SANTANDER","SARDINATA","COL.22.35_1"
NA,"Colombia","NORTE SANTANDER","SILOS","COL.22.34_1"
NA,"Colombia","NORTE SANTANDER","TEORAMA","COL.22.36_1"
NA,"Colombia","NORTE SANTANDER","TIBU","COL.22.37_1"
NA,"Colombia","NORTE SANTANDER","TOLEDO","COL.22.38_1"
NA,"Colombia","NORTE SANTANDER","VILLA CARO","COL.22.39_1"
NA,"Colombia","NORTE SANTANDER","VILLA DEL ROSARIO","COL.22.40_1"
NA,"Colombia","PUTUMAYO","LEGUIZAMO","COL.23.6_1"
NA,"Colombia","PUTUMAYO","MOCOA","COL.23.8_1"
NA,"Colombia","SAN ANDRES","PROVIDENCIA","COL.26.2_1"
NA,"Colombia","SAN ANDRES","SAN ANDRES","COL.26.3_1"
NA,"Colombia","SANTANDER","GSEPSA","COL.27.41_1"
NA,"Colombia","SANTANDER","SAN ANDRES","COL.27.68_1"
NA,"Colombia","STA MARTA D.E.","SANTA MARTA","COL.19.19_1"
NA,"Colombia","SUCRE","LA UNION","COL.28.8_1"
NA,"Colombia","SUCRE","PALMITO","COL.28.9_1"
NA,"Colombia","SUCRE","SAN LUIS DE SINCE","COL.28.20_1"
NA,"Colombia","SUCRE","SANTIAGO DE TOLU","COL.28.23_1"
NA,"Colombia","SUCRE","TOLU VIEJO","COL.28.24_1"
NA,"Colombia","TOLIMA","ARMERO (GUAYABAL)","COL.29.5_1"
NA,"Colombia","TOLIMA","MARIQUITA","COL.29.40_1"
NA,"Colombia","VALLE","ALCALA","COL.30.1_1"
NA,"Colombia","VALLE","ANDALUCIA","COL.30.2_1"
NA,"Colombia","VALLE","ANSERMANUEVO","COL.30.3_1"
NA,"Colombia","VALLE","ARGELIA","COL.30.4_1"
NA,"Colombia","VALLE","BOLIVAR","COL.30.5_1"
NA,"Colombia","VALLE","BUENAVENTURA","COL.30.6_1"
NA,"Colombia","VALLE","BUGALAGRANDE","COL.30.7_1"
NA,"Colombia","VALLE","CAICEDONIA","COL.30.8_1"
NA,"Colombia","VALLE","CALI","COL.30.32_1"
NA,"Colombia","VALLE","CALIMA","COL.30.9_1"
NA,"Colombia","VALLE","CANDELARIA","COL.30.10_1"
NA,"Colombia","VALLE","CARTAGO","COL.30.11_1"
NA,"Colombia","VALLE","DAGUA","COL.30.12_1"
NA,"Colombia","VALLE","EL AGUILA","COL.30.13_1"
NA,"Colombia","VALLE","EL CAIRO","COL.30.14_1"
NA,"Colombia","VALLE","EL CERRITO","COL.30.15_1"
NA,"Colombia","VALLE","EL DOVIO","COL.30.16_1"
NA,"Colombia","VALLE","FLORIDA","COL.30.17_1"
NA,"Colombia","VALLE","GINEBRA","COL.30.18_1"
NA,"Colombia","VALLE","GUACARI","COL.30.19_1"
NA,"Colombia","VALLE","GUADALAJARA DE BUGA","COL.30.20_1"
NA,"Colombia","VALLE","JAMUNDI","COL.30.21_1"
NA,"Colombia","VALLE","LA CUMBRE","COL.30.22_1"
NA,"Colombia","VALLE","LA UNION","COL.30.23_1"
NA,"Colombia","VALLE","LA VICTORIA","COL.30.24_1"
NA,"Colombia","VALLE","OBANDO","COL.30.25_1"
NA,"Colombia","VALLE","PALMIRA","COL.30.26_1"
NA,"Colombia","VALLE","PRADERA","COL.30.27_1"
NA,"Colombia","VALLE","RESTREPO","COL.30.28_1"
NA,"Colombia","VALLE","RIOFRIO","COL.30.29_1"
NA,"Colombia","VALLE","ROLDANILLO","COL.30.30_1"
NA,"Colombia","VALLE","SAN PEDRO","COL.30.31_1"
NA,"Colombia","VALLE","SEVILLA","COL.30.33_1"
NA,"Colombia","VALLE","TORO","COL.30.34_1"
NA,"Colombia","VALLE","TRUJILLO","COL.30.35_1"
NA,"Colombia","VALLE","TULUA","COL.30.36_1"
NA,"Colombia","VALLE","ULLOA","COL.30.37_1"
NA,"Colombia","VALLE","VERSALLES","COL.30.38_1"
NA,"Colombia","VALLE","VIJES","COL.30.39_1"
NA,"Colombia","VALLE","YOTOCO","COL.30.40_1"
NA,"Colombia","VALLE","YUMBO","COL.30.41_1"
NA,"Colombia","VALLE","ZARZAL","COL.30.42_1"
NA,"Colombia","VALLE DEL CAUCA","CALI","COL.30.32_1"
NA,"Colombia","VALLE DEL CAUCA","LA UNION","COL.30.23_1"
NA,"Colombia","VAUPES","PAPUNAUA","COL.31.4_1"
"Colombia-Amazonas-La_Victoria","Colombia","Amazonas","Mirití-Paraná","COL.1.5_1"
"Colombia-Amazonas-Puerto_Alegria","Colombia","Amazonas","El Encanto","COL.1.1_1"
"Colombia-Amazonas-Puerto_Arica","Colombia","Amazonas","Tarapacá","COL.1.8_1"
"Colombia-Antioquia-La_Pintada","Colombia","Antioquia","Santa Bárbara","COL.2.100_1"
"Colombia-Bolivar-Arenal","Colombia","Bolívar","Morales","COL.5.18_1"
"Colombia-Bolivar-Arroyohondo","Colombia","Bolívar","Calamar","COL.5.5_1"
"Colombia-Bolivar-Clemencia","Colombia","Bolívar","Santa Catalina","COL.5.27_1"
"Colombia-Bolivar-El_Penon","Colombia","Bolívar","San Martín de Loba","COL.5.25_1"
"Colombia-Bolivar-Magangue","Colombia","Bolívar","Cicuco","COL.5.8_1"
"Colombia-Bolivar-Regidor","Colombia","Bolívar","Morales","COL.5.18_1"
"Colombia-Bolivar-San_Cristobal","Colombia","Bolívar","Soplaviento","COL.5.31_1"
"Colombia-Bolivar-Tiquisio","Colombia","Bolívar","Pinillos","COL.5.19_1"
"Colombia-Caldas-Norcasia","Colombia","Caldas","Samaná","COL.7.21_1"
"Colombia-Caldas-San_Jose","Colombia","Caldas","Risaralda","COL.7.19_1"
"Colombia-Caqueta-Solita","Colombia","Caquetá","Valparaíso","COL.8.15_1"
"Colombia-Cauca-Piamonte","Colombia","Cauca","Santa Rosa","COL.10.30_1"
"Colombia-Cesar-Pueblo_Bello","Colombia","Cesar","Valledupar","COL.11.24_1"
"Colombia-Choco-Carmen_Del_Darien","Colombia","Chocó","Riosucio","COL.12.17_1"
"Colombia-Choco-Medio_Baudo","Colombia","Chocó","Bajo Baudó","COL.12.5_1"
"Colombia-Choco-Medio_San_Juan","Colombia","Chocó","Istmina","COL.12.11_1"
"Colombia-Choco-Rio_Iro","Colombia","Chocó","Condoto","COL.12.7_1"
"Colombia-Choco-Rio_Quito","Colombia","Chocó","Quibdó","COL.12.16_1"
"Colombia-Choco-Union_Panamericana","Colombia","Chocó","El Cantón del San Pablo","COL.12.8_1"
"Colombia-Cordoba-Cotorra","Colombia","Córdoba","Santa Cruz de Lorica","COL.13.24_1"
"Colombia-Cordoba-La_Apartada","Colombia","Córdoba","Ayapel","COL.13.1_1"
"Colombia-Cordoba-San_Jose_De_Ure","Colombia","Córdoba","Montelíbano","COL.13.11_1"
"Colombia-Cordoba-Tuchin","Colombia","Córdoba","San Andrés de Sotavento","COL.13.18_1"
"Colombia-Cundinamarca-El_Rosal","Colombia","Cundinamarca","Subachoque","COL.14.87_1"
"Colombia-Cundinamarca-Granada","Colombia","Cundinamarca","Soacha","COL.14.85_1"
"Colombia-Guainia-Mapiripana","Colombia","Guainía","Puerto Colombia","COL.15.5_1"
